Model,Context Size,Memory Used (MB),Inference Time (ms)
ISANPv2(64),10,342.0,158.65743153889974
ISANPv2(64),150,568.0,159.5840129216512
ISANPv2(64),500,1242.0,181.0008336385091
ISANPv2(64),1000,2216.0,191.08552614847818
ISANPv2(64),1500,2966.0,207.91577491760253
ISANPv2(64),2000,3924.0,242.76787401835125
ISANPv2(64),2500,4900.0,272.49367396036786
ISANPv2(64),3000,5110.0,342.51364084879555
